pn,alias,direction,industry,rel_day,pub_date,provider,title,content,news_id,category,consensus_relevance,consensus_stance,consensus_status,rel_1,rel_2,rel_3,stance_1,stance_2,stance_3,conf_1,conf_2,conf_3,reason_1,reason_2,reason_3
4,소부장 대책,+,반도체,0,2019-08-05,이데일리,[포토]소재부품장비 경쟁력 강화대책 합동 브리핑 열려,"[이데일리 방인권 기자] 성윤모 산업통상자원부 장관이 5일 오전 서울 종로구 세종대로 정부서울청사에서 대외의존형 산업구조 탈피를 위한 소재ㆍ부품ㆍ장비 경쟁력 강화대책을 발표하고 있다.

정부는 수입국 다변화 강력추진과 국내생산 확대를 위한 애로 해소, 핵심기술 조기 확보 등으로 100대 핵심 전략 품목 조기 공급 안정화와 소재부품 장비 산업 전반의 경쟁력 ",04101008.20190805105610002,"경제>자원, 경제>산업_기업",2,support,unanimous,2,2,2,support,support,support,high,high,high,소부장 경쟁력 강화 대책 합동 브리핑,소부장 100대 핵심 전략 품목 경쟁력 강화 발표 호재,소부장 경쟁력 강화 대책 100대 품목 발표 호재 명확
50,그린뉴딜,+,2차전지/에너지,1,2020-07-15,이데일리,"전자담배협회, 유해 액상담배 사용금지·제재 자구안 마련","[이데일리 전재욱 기자] 유해성 논란을 겪고 있는 액상형 전자담배업계가 자체적으로 유해물질 관리 방안을 마련했다. 유해물질이 들어간 액상형 전자담배를 만들어 판매하는 것을 금지하고 어기면 형사고발과 수사 의뢰 등을 한다는 방침이다. 

한국전자담배산업협회가 15일 서울 중구 이비스 앰버서더 명동에서 기자간담회를 열고 업계 자정 노력을 발표하고 있다.(사진=",04101008.20200715162141001,"IT_과학>모바일, IT_과학>콘텐츠, IT_과학>보안",0,neutral,unanimous,0,0,0,neutral,neutral,neutral,high,high,high,전자담배 자정안 기사로 그린뉴딜 무관,"전자담배 유해성 자구안, 그린뉴딜 무관",전자담배 액상 자정 기사로 그린뉴딜과 무관
6,반도체 초강대국,+,반도체,0,2022-07-21,이데일리,"전경련 ""미국은 40% 세액공제..우리 기업 세액공제율 상향해야""","[이데일리 최영지 기자] 전국경제인연합회가 21일 대기업 투자지원 확대 등을 골자로 한 정부의 반도체 산업 관련 정책을 두고 “미국의 세액공제율이 최대 40%인 걸 감안해 이에 상응하는 세액공제율 상향이 필요하다”고 주장했다.

[이데일리 김정훈 기자]유환익 전경련 산업본부장은 이날 논평을 통해 “대기업의 반도체 설비투자에 대해 최대 12%까지 세금을 깎아",04101008.20220721144454002,"경제>반도체, 경제>취업_창업, 경제>무역",2,support,unanimous,2,2,2,support,support,support,high,high,high,반도체 산업정책 세액공제 상향 요구 호재,반도체 초강대국 시기 세액공제 상향 요구 호재,반도체 초강대국 정책 발표일 세액공제 호재 직접 다룸
46,미국 IRA,+,2차전지/에너지,29,2022-09-14,이데일리,[미리보는 이데일리 신문]中 저가공세에 OLED마저도 역전 위기,"[이데일리 최정훈 기자] 다음은 14일자 이데일리 신문 주요 뉴스다.

△1면

-中 저가공세에 OLED마저도 역전 위기

-美 울트라스텝 공포 확산…환율 1390원도 뚫렸다

-추경호 “경제위기 1년 이상 갈 것”

-K바이오, 블루오션을 찾다

△2면(정부, 지역별 전세가율 공개)

-강서·미추홀·부천, 전세보증사고 최다…지난달 보증금 미반환 1089억",04101008.20220914210402001,"경제>산업_기업, 경제>반도체, 경제>취업_창업",0,neutral,needs_review_low,0,0,1,neutral,neutral,neutral,medium,medium,low,신문 헤드라인 모음 기사로 정책 무관,"신문 1면 미리보기, IRA 직접 미언급","OLED·환율 등 다양한 헤드라인, 정책 약함"
7,미국 반도체 수출규제,-,반도체,-5,2022-10-02,이데일리,금리 인상에 세계 주식·채권 가치 6경3000조원 증발,"[이데일리 김연지 기자] 세계 각국 중앙은행이 연이어 금리를 인상하면서 지난 4∼9월 세계 채권과 주식 가치가 총 44조 달러(약 6경3400조원) 어치 증발했다고 일본 니혼게이자이신문이 2일 보도했다. 반기 기준 사상 최대치다. 

제롬 파월 미국 연방준비제도(Fed, 연준) 의장.국제결제은행(BIS)과 블룸버그 세계채권종합지수에 따르면 세계 채권 잔고는",04101008.20221002144838001,"경제>국제경제, 국제>미국_북미, 경제>외환",0,neutral,unanimous,0,0,0,neutral,neutral,neutral,medium,medium,medium,글로벌 금리 인상에 따른 자산가치 증발 보도,금리인상 거시기사로 반도체 수출규제 미언급,"글로벌 금리 인상 자산가치 증발 보도, 정책 무관"
47,배터리 전략,+,2차전지/에너지,15,2022-11-16,이데일리,2차전지株 호실적에 관련 ETF '들썩'...앞으로도 좋을 거라는데,"2차전지 관련주를 담은 상장지수펀드(ETF)가 연일 좋은 흐름을 보이고 있다. 3분기 깜짝 실적과 함께 내년 실적 기대감도 높아지며 주가를 끌어올리고 있다는 분석이다.외국인도 순매수에 나서며 2차전지 ETF 상승세에 힘을 실어주고 있다. 마땅한 투자처를 찾지 못했거나 단일 종목 투자가 고민된다면 관련 ETF에서 기회를 찾는 것도 좋은 전략이 될 수 있다.
",04101008.20221116103523001,"경제>산업_기업, 경제>금융_재테크, 경제>증권_증시",1,support,needs_review_low,1,1,2,support,support,support,low,medium,medium,"2차전지 ETF 호조, 배터리 전략 직접 언급 없음","2차전지주 호실적 ETF 호조, 배터리 전략 호재 맥락","2차전지 ETF 상승 호실적, 배터리 전략 산업 호재"
8,K칩스법 1차,+,반도체,-19,2023-03-03,이데일리,"“반도체 세액공제 늘려 수출 위기 극복”…정부·기업, 국회에 협조 당부","[이데일리 김형욱 기자] 정부(산업통상자원부)가 기업과 함께 여당(국민의힘)을 찾아 반도체 등에 대한 설비투자 세액공제 추가 확대 등 수출 위기 극복을 위한 협조를 당부했다.

3일 산업부에 따르면 정부·국민의힘은 이날 국회에서 수출전략 민·당·정 협의회를 열고 수출 위기 극복을 위한 방안을 논의했다. 이창양 산업부 장관과 박보균 문화체육관광부 장관, 주호",04101008.20230303115028001,"경제>무역, 경제>반도체, 정치>정치일반",2,support,unanimous,2,2,2,support,support,support,high,high,high,K칩스법 세액공제 확대 협조 당부,K칩스법 반도체 세액공제 확대 정부·기업 호재,K칩스법 반도체 세제지원 확대 협조 명확한 호재
8,K칩스법 1차,+,반도체,8,2023-03-30,이데일리,"이장우 대전시장 “반도체 특화단지 조성, 균형발전 이끌것""","SK하이닉스 M14 전경 (사진=SK하이닉스 제공)

[대전=이데일리 박진환 기자] 대전시가 반도체 국가첨단전략산업 특화단지 지정을 위해 사활을 걸고 있다. 대전시는 30일 서울 여의도 국회 의원회관에서 반도체 국가첨단전략산업 특화단지 조성과 반도체산업 육성을 유치를 위한 대전 반도체 특화단지 지정 토론회를 개최했다. 이번 토론회는 ‘반도체 기술패권 경쟁시",04101008.20230330110120001,"경제>반도체, 지역>대전, 지역>대구",2,support,needs_review_low,1,2,2,support,support,support,low,medium,medium,"반도체 특화단지 토론회, K칩스법 맥락",반도체 특화단지 조성 토론회로 호재 방향,K칩스법 맥락 반도체 특화단지 추진 호재
16,공매도 금지 4차,+,금융/증권,1,2023-11-06,이데일리,"與 ""공매도 '한시 금지' 조치, 끝 아닌 시작…다각적 방안 마련""","[이데일리 경계영 이상원 기자] 국민의힘은 6일 금융당국의 주식시장 전 종목에 대한 공매도 전면 금지 조치와 관련해 비정상적 부분을 개선할 수 있도록 당정 간 논의를 이어가겠다고 강조했다. 

앞서 전날 금융당국은 내년 6월까지 증시에 상장된 모든 종목에 대한 공매도를 금지하고 글로벌 투자은행(IB)에 대한 전수조사 등을 실시하기로 했다. 공매도는 주가 하",04101008.20231106095903001,"정치>국회_정당, 경제>증권_증시",2,support,unanimous,2,2,2,support,support,support,high,high,high,공매도 전면금지 조치 후속 당정 논의 보도,공매도 한시금지 조치 직접 다루며 시장안정 의지 표명,공매도 전면 금지 조치 후속 당정 협의로 시장안정 호재
49,IRA 축소,-,2차전지/에너지,-15,2025-04-16,이데일리,"""뭉쳐야 산다""...트럼프가 불러온 '원팀 코리아'","[이데일리 하지나 기자] 도널드 트럼프 미국 대통령의 전방위적인 관세 공세에 대응하기 위해 국내 기업들이 손을 맞잡는 사례가 늘고 있다. 트럼프발 리스크를 낮추고 안정적인 공급망 확보를 위해 ‘적과의 동침’도 마다하지 않는 모습이다. 

트럼프 관세 장벽에 손잡는 국내 철강 1·2위

15일 관련업계에 따르면 포스코는 현대제철이 미국 루이지애나주에 건설할 ",04101008.20250416061038001,"경제>산업_기업, 경제>무역, 국제>미국_북미",2,support,needs_review_low,1,2,2,support,support,support,low,medium,high,트럼프 관세 대응 원팀 코리아 보도,IRA 축소 시기 트럼프 관세 한국 부담 원팀 대응 악재,IRA 축소 트럼프 관세 한국 철강 부담 원팀 대응 악재
49,IRA 축소,-,2차전지/에너지,12,2025-05-13,이데일리,트럼프 관세 효과 드러나…4월 관세 작년대비 130% 급증,"[뉴욕=이데일리 김상윤 특파원] 도널드 트럼프 행정부가 지난 4월 한 달간 사상 최대인 160억달러의 관세 수입을 거둬들인 것으로 나타났다. 

12일(현지시간) 재무부에 따르면 지난 4월 미국은 전년동월대비 130% 증가한 160억달러의 관세를 거둬들였다. 최근 10년내 최대 수준이라고 블룸버그통신은 전했다.

이는 트럼프 행정부가 도입한 관세 인상 조치",04101008.20250513042058001,"국제>미국_북미, 경제>무역, 경제>국제경제",1,support,needs_review_low,1,1,1,neutral,support,support,low,low,medium,트럼프 관세 수입 보도로 IRA 직접 미언급,트럼프 관세 인상 시기 IRA 축소 맥락,트럼프 관세 인상으로 한국 산업 부담 IRA 축소 맥락
38,백신-CMO,+,바이오/제약,-28,2021-02-23,비즈워치,"SK바이오사이언스, '코로나19 백신'으로 중장기적 성장","SK바이오사이언스가 코로나19로 백신 사업에 대한 수요가 빠르게 늘면서 중장기적 성장 가능성에 자신감을 내비쳤다. 특히 백신뿐만 아니라 향후 바이오의약품의 위탁생산(CMO)과 위탁생산개발(CDMO) 사업도 추진한다는 계획이다.

SK바이오사이언스는 23일 온라인을 통해 기업공개(IPO) 기자간담회를 열고 기업의 핵심역량과 비전에 대해 소개했다.

안재용 대",04101808.20210223092135015,"IT_과학>과학, 경제>자원, 경제>반도체",2,support,unanimous,2,2,2,support,support,support,medium,high,high,SK바이오사이언스 백신·CMO 사업 추진,"코로나19 백신·CMO 성장 IPO 자신감, 호재",SK바이오사이언스 백신-CMO 중장기 성장 호재
30,27만호 공급,+,부동산/건설,13,2024-01-23,비즈워치,"""공사비 분쟁 그만""…공사비 세부 산출내역서 명시해야","재건축·재개발 등 정비사업 추진 단지들이 공사비 갈등에 홍역을 앓고 있다. 자재비·인건비 등이 전반적으로 오르면서 시공사는 '더 줘!'를 외치는 반면 조합은 '과하다'고 맞서면서다. 이같은 분쟁을 최소화하기 위해 정부가 표준공사계약서를 마련했다.

그동안 시공사가 조합에게 공사비 총액만 뭉뚱그려 제시한 것과 달리 앞으로는 세부 산출내역까지 제출토록 했다. ",04101808.20240123110210001,"경제>부동산, 지역>강원, 지역>광주",1,support,needs_review_low,1,1,2,neutral,support,support,low,low,medium,"공사비 분쟁 표준계약서 마련, 공급정책과 약함","재건축·재개발 공사비 갈등 해소 표준계약, 공급 호재",정비사업 공사비 갈등 최소화로 공급 활성화 호재 방향
40,CDMO 특별법,+,바이오/제약,4,2025-12-05,비즈워치,"[기자수첩]약가인하, 제약사 어디로 내모나","제약과 바이오 업계 분위기가 요즘 극명하게 엇갈리고 있다. 전통 제약사들은 정부의 '제네릭(복제의약품) 약가 인하 정책' 후폭풍으로 구조조정이 예상돼 생존을 걱정하고 있다. 반면 바이오 업체들은 생각하지도 못했던 정부의 위탁개발생산(CDMO) 지원 발표로 잔뜩 고무된 상태다. 

정부는 지난 2일 바이오의약품 CDMO 특별법을 제정했다. 수출용 바이오의약품",04101808.20251205100122001,"IT_과학>과학, 경제>자동차",2,support,unanimous,2,2,2,support,support,support,medium,high,high,"CDMO 특별법으로 바이오 업체 고무, 호재","CDMO 특별법 제정으로 바이오 업체 고무, 호재","CDMO 특별법 제정 바이오 업체 고무 명시, 호재"
40,CDMO 특별법,+,바이오/제약,2,2025-12-03,쿠키뉴스,‘CDMO 지원법’ 국회 통과…바이오업계 “예측 가능 규제 환경 조성”,"쿠키뉴스 자료사진. 그래픽=한지영 디자이너 
바이오업계가 지난 2일 국회 본회의를 통과한 ‘바이오의약품 위탁개발생산 기업 등의 규제지원에 관한 특별법’(CDMO 특별법)에 대해 환영했다. 
 
한국바이오의약품협회는 “이로써 중복 규제에 따른 행정비용을 절감하고, CDMO 산업 특성을 반영한 예측 가능한 규제 환경이 조성될 것으로 기대된다”고 3일 밝혔다. ",04102008.20251203144455001,"IT_과학>과학, 경제>무역, 경제>유통",2,support,unanimous,2,2,2,support,support,support,high,high,high,"CDMO 특별법 통과 환영, 호재 방향 명확",CDMO 특별법 국회 통과로 규제환경 개선 호재,"CDMO 특별법 통과 직접 보도, 바이오업계 환영 호재"
27,6·19 대책,-,부동산/건설,0,2017-06-19,주간한국,[6·19 부동산 대책] 문답으로 살펴보니…,"[데일리한국 이정우 기자] 정부는 19일 청약조정 대상지역을 늘리고 재건축 조합원 분양 규제 강화를 골자로 하는 6·19 부동산 대책을 발표했다.



주택담보대출비율(LTV)·총부채상환비율(DTI)는 10% 포인트씩 낮아지고 서울 전역에서 분양권 전매가 금지된다.



6·19 부동산 대책의 주요 내용을 문답으로 쉽게 풀어봤다.



청약조정지역의 선정 ",06101202.20170619115337001,"경제>국제경제, 경제>부동산",2,support,unanimous,2,2,2,support,support,support,high,high,high,6·19 대책 청약조정 LTV DTI 강화 문답,6·19 대책 LTV DTI 10%포인트 인하 분양권 전매 금지 악재,6·19 대책 LTV DTI 인하 분양권 전매 금지 악재 단정
29,9·13 대책,-,부동산/건설,7,2018-09-20,주간한국,"SK건설, ‘루원시티 SK 리더스 뷰’ 10월 분양…""인천 서구 랜드마크 될 것""","[데일리한국 박현영 기자] SK건설은 개발소식이 뜸하던 인천시 루원시티에 ‘루원시티 SK 리더스 뷰’의 공식적인 첫 분양을 알렸다. 



루원시티는 인천 서구 가정오거리 일대 93만4000㎡를 개발하는 사업으로, 2006년 도시개발구역으로 지정됐으나 글로벌 금융위기 등으로 10년 넘게 사업이 지체됐다. 하지만 이번에 ‘루원시티 SK 리더스 뷰’ 분양을 시",06101202.20180920180656001,"경제>부동산, 경제>반도체",0,neutral,needs_review_low,0,0,1,neutral,neutral,neutral,medium,medium,low,SK건설 분양 홍보 기사로 9·13대책 효과 미언급,"루원시티 분양 안내 기사, 9·13 정책 영향 미다룸",9·13 대책 시기 인천 분양 홍보 약한 매칭
37,바이오 육성,+,바이오/제약,-27,2019-04-25,주간한국,"[시황]코스피, 국내 경기 침체 우려에 2,200선 붕괴…코스닥도 동반 '부진'","[데일리한국 최성수 기자] 코스피가 25일 미국 증시 하락 및 국내 경기침체 우려 등 영향에 2,200선이 붕괴됐다.



이날 코스피는 전 거래일보다 10.53포인트(0.48%) 내린 2,190.50에 거래를 마쳤다.



지수는 전장보다 5.56포인트(0.25%) 내린 2,195.47에서 출발해 국내 경기침체 우려에 낙폭을 키웠다.



한국은행에 따르",06101202.20190425175254001,"경제>증권_증시, 경제>금융_재테크, 경제>국제경제",0,neutral,needs_review_low,0,0,1,neutral,neutral,neutral,medium,medium,low,"코스피 경기침체로 하락, 바이오육성 약함","코스피 하락 시황 기사, 바이오 육성 약함",코스피 시황 기사로 바이오 육성 직접 다루지 않음
4,소부장 대책,+,반도체,22,2019-08-27,주간한국,"당정청 “일본, 대화의 장으로 나오라”","[데일리한국 안병용 기자] 더불어민주당과 정부, 청와대는 27일 서울 삼청동 총리 공관에서 고위당정협의회를 열고 일본 수출규제대응 상황을 점검했다.



홍영표 민주당 수석대변인은 이날 춘추관 브리핑을 통해 당정협의회 결과 브리핑을 갖고 “다음주 정기국회서 소재부품장비특별법·국가연구개발혁신특별법·빅데이터 3법 등 일본 수출규제 대응과 경제활성화를 위한 법안",06101202.20190827111308001,"정치>외교, 국제>일본",2,support,unanimous,2,2,2,support,support,support,medium,high,high,당정청 일본 수출규제 대응 소부장특별법 추진,소부장 대책 당정청 특별법 추진 호재,당정청 소부장특별법 일본 수출규제 대응 호재 명확
38,백신-CMO,+,바이오/제약,-4,2021-03-19,주간한국,[주총] 존림 삼성바이오 사장 “위탁개발생산 사업 확장해 신약도 개발”,"[데일리한국 김진수 기자] 존림 삼성바이오로직스 사장은 19일 “현재 항체 의약품 중심의 위탁개발생산(CDMO) 사업 영역을 세포·유전자 치료제, 백신 등 신약 부문으로까지 넓힐 것”이라고 밝혔다.



존림 삼성바이오로직스 사장은 이날 오전 인천 연수구 인천글로벌캠퍼스에서 열린 주주총회에 의장으로 나서 “올해가 삼성바이오로직스 설립 10주년”이라며 “20",06101202.20210319105005001,"경제>반도체, 경제>자동차",1,support,needs_review_low,1,1,2,support,support,support,low,medium,medium,삼성바이오 CDMO 사업확장 발언 보도,백신 CDMO 확장 의지 발표로 정책 우호적 흐름,백신 CDMO 사업영역 확장 발표로 정책 호재 직결
40,CDMO 특별법,+,바이오/제약,17,2025-12-18,주간한국,'CDMO 특별법' 제정 본격화…K바이오 기대감 '솔솔',[주간한국 김진호 기자] 바이오 의약품의 개발과 제조를 아우르는 &#39;위탁개발생산&#39;(CDMO) 분야 산업계를 지원하기 위한 특별법이 이달 초 국회 본회의를 통과했다. 생산 설비 관리부터 수출 의약품에 대한 규제 지원까지 국가적으로 CDMO 경쟁력을 높이는 데 초점을 맞췄다는 평가다. 차세대 모달리티(치료접근법) 신약 개발을 시도하는 K바이오업계는,06101202.20251218130100001,"IT_과학>과학, 경제>무역, 경제>반도체",2,support,unanimous,2,2,2,support,support,support,high,high,high,"CDMO 특별법 본회의 통과, K바이오 기대감 호재","CDMO 특별법 직접 언급, 바이오 산업 지원 호재",CDMO 특별법 통과 K바이오 수혜 직접 다룬 명확한 호재 기사
50,그린뉴딜,+,2차전지/에너지,1,2020-07-15,미디어오늘,"""문 대통령, 박원순 성추행 피해여성에 뭐라했나"" 靑 답변은","청와대는 박원순 서울시장을 성추행으로 고발한 피해여성에 대한 2차가해가 있어서는 안된다고 밝혔다. 그러나 청와대는 대통령의 발언을 공개하지 않은 채 서울시의 진상조사결과를 차분히 지켜보자고만 했다. 

청와대 관계자는 15일 오후 청와대 춘추관 현안브리핑에서 한 기자가 ‘내가 아는 문 대통령이라면 박원순 시장 피해자에 대해 그냥 지나치지 않았을 것 같다, ",07100251.20200715150424001,"정치>청와대, 정치>행정_자치, 정치>국회_정당",0,neutral,unanimous,0,0,0,neutral,neutral,neutral,high,high,high,"박원순 성추행 청와대 답변, 그린뉴딜 무관","박원순 성추행 관련 청와대 브리핑, 정책 무관",청와대 박원순 사건 답변 기사로 그린뉴딜 무관
1,반도체 빅딜,+,반도체,11,1999-05-10,전자신문,"NS, PC용 프로세서 사업 포기 영향과 전망","　내셔널세미컨덕터(NS)의 PC용 프로세서 사업 철수는 국내 중앙처리장치(CPU) 및 PC시장에 적지 않은 영향을 미칠 전망이다.

　NS의 PC용 프로세서 사업 포기는 인텔의 저가 프로세서 사업 강화에 따른 대대적인 가격인하 정책에 기인하고 있다.

　인텔은 100달러 이하의 제품은 단종한다는 기존 정책에서 탈피해 지난해 초부터 저가 CPU사업을 대폭 강",07100501.19990510082223002,"경제>산업_기업, 경제>국제경제, 경제>반도체",0,neutral,needs_review_low,0,0,1,neutral,neutral,neutral,medium,high,low,내셔널세미컨덕터 PC프로세서 사업 철수 보도로 빅딜 무관,NS PC 프로세서 사업 철수 보도로 반도체 빅딜 무관,반도체 시장 NS 철수 영향 빅딜 시기 일부 관련
2,반도체촉진,+,반도체,1,2002-01-01,전자신문,<2002 다시뛰는 IT코리아>정부가 앞장선다-산자부・문화부,"◆산자부

　‘산업체질 강화와 산업구조 고도화.’ 

　새삼스럽지만 아무리 강조해도 지나치지 않을 국내 산업의 당면과제다. 산업자원부는 앞으로 5년, 10년이 걸릴지도 모를 이 원대한 목표를 중장기 전략으로 삼고, 내년도에는 기반다지기에 정책역량을 집중한다. 이를 위한 무기는 크게 네가지 축이다. 

　그중 첫째가 정보기술(IT) 접목을 통한 전통산업의 고",07100501.20020101190842001,"IT_과학>콘텐츠, 경제>반도체, 경제>취업_창업",2,support,needs_review_low,1,2,2,support,support,support,low,medium,high,"산자부 산업육성 기조, 반도체촉진 직접 명시 약함","산자부 IT 산업 지원전략 보도, 반도체 산업 호재","정부 IT 접목 산업 정책 발표, 반도체 호재 톤 명확"
2,반도체촉진,+,반도체,1,2002-01-01,전자신문,<신년특집>새해부터 달라지는 것,　올해부터는 반도체 제조용 기계 제조업이나 액정표시장치 제조업도 성장관리지역에서 공장 신・증설이 허용된다. 수출보험공사에서 시행하던 수출신용보증서 발급업무가 중소기업은행・서울은행 등에 위탁된다. 1월부터 이동전화요금이 8.3% 가량 내리며 3월부터는 디지털위성방송 본방송이 개시된다. 인터넷PC방이 자유업종으로 전환돼 별도의 신고의무가 없어진다. 국가 및 공,07100501.20020101191147001,"IT_과학>모바일, 경제>금융_재테크, IT_과학>인터넷_SNS",1,support,unanimous,1,1,1,support,support,support,low,medium,medium,신년 변경사항 중 반도체 공장 신증설 허용 짧게 언급,반도체 제조용 공장 신증설 허용 등 호재성 변경 언급,반도체 제조업 성장관리지역 공장 신증설 허용으로 호재 분명
2,반도체촉진,+,반도체,3,2002-01-03,전자신문,[ET칼럼]`원칙`과 신바람 사회,"◆박광선 논설위원 (kspark@etnews.co.kr)

　

　임오년(壬午年) 말띠해다. 올해는 그 어느 때보다 바쁜 한 해가 될 것 같다. 2002 월드컵, 대통령 선거, 지방자치단체장 선거 등 우리의 이목을 집중시킬 굵직굵직한 사안들이 줄지어 늘어서 있기 때문이다. 뿐만 아니라 초일류 상품개발과 틈새시장 개척에 나서야 하는 등 준마처럼 달려야 한다.",07100501.20020103171703002,"경제>국제경제, 경제>무역",0,neutral,needs_review_low,0,0,1,neutral,neutral,neutral,medium,medium,low,"임오년 칼럼, 반도체촉진 직접성 부족","신년 칼럼 일반론, 반도체 정책 미언급","신년 칼럼 초일류 상품개발, 반도체 간접 맥락"
32,줄기세포 육성,+,바이오/제약,-17,2005-05-02,전자신문,DTV 방송ㆍ디스플레이 최우선과제 육성,"1인당 국민소득 2만달러 조기 달성을 위한 차세대 성장동력사업의 밑그림이 크게 바뀐다.

　정부는 최근 차세대 성장동력 추진 기본방향인 ‘5년 내 출시 가능한 제품(End-Product)의 기술개발과제 중점 지원’ 기준에 맞춘 ‘차세대 성장동력 사업 종합비교평가’가 도출됨에 따라 이를 기준으로 사업별 추진계획과 예산을 재편성한다는 내부 방침을 확정했다.

",07100501.20050502070747001,"IT_과학>과학, 경제>산업_기업",1,support,needs_review_low,1,1,1,neutral,support,support,low,low,medium,차세대 성장동력 사업 재편 보도로 줄기세포 직접 언급 약함,차세대 성장동력 사업 정비로 바이오 산업 우호적,차세대 성장동력 재편 바이오 분야 포함 호재 시그널
12,리먼 파산,-,금융/증권,1,2008-09-16,전자신문,한국 금융시장 변동성 커졌다,"　지난 8일부터 정부는 10억달러 규모의 외국환평형기금채권 발행을 위한 로드쇼를 벌였다.

　정부는 외평채 발행이 성공할 경우 우리 경제가 위기가 아님이 증명되고 공기업 및 금융기관 해외 채권 발행도 숨통이 트일 것으로 예상했다.

　하지만 그 과정은 정부의 예상만큼 쉽지 않았다. 우리 정부는 미 국채에 1.8%포인트의 가산금리가 붙는 수준 정도를 예상하고",07100501.20080916033352001,"경제>금융_재테크, 경제>증권_증시, 경제>외환",2,support,unanimous,2,2,2,support,support,support,high,high,high,리먼 사태로 한국 금융시장 변동성 커짐,리먼 사태 한국 금융시장 변동성 확대 악재,"리먼 파산 후 한국 외평채 발행 어려움, 악재 영향 명확"
42,전기차 보조금,+,2차전지/에너지,14,2014-01-13,전자신문,내년부터 전기차 충전기 '무상 보급' 중단,정부가 내년부터 전기자동차용 충전기 보급을 전면중단한다. 전기차를 판매하는 완성차 업계의 대책 마련이 시급할 것으로 전망된다.13일 환경부에 따르면 정부는 전기차 구매 시 무상으로 보급했던 완속충전기를 내년부터 지원하지 않기로 했다. 지금까지 소비자가 전기차를 구입하면 정부는 국비보조금(1500만원)과 지자체보조금(800만원)에 더해 완속충전기 구축비용(8,07100501.20140113184442002,"경제>산업_기업, 경제>자동차, IT_과학>과학",2,contradict,unanimous,2,2,2,contradict,contradict,contradict,high,high,high,"전기차 충전기 무상보급 중단, 호재 정책 후퇴","전기차 충전기 보급 중단 결정, 호재 정책에 악재","충전기 무상보급 중단 결정, 보조금 호재정책에 악재성 contradict"
42,전기차 보조금,+,2차전지/에너지,29,2014-01-28,전자신문,개성공단기업도 '지방투자 보조금' 받는다,개성공단 기업이 국내 비수도권에 구축하는 제2 공장에도 지방투자 보조금이 지급된다. 입지 중심이었던 보조금 체계는 고용과 밀접한 설비투자 지원을 강화하는 방향으로 재편된다.산업통상자원부는 28일 정부세종청사에서 각 시·도 관계자들이 참석한 가운데 지역경제 실무협의회를 열고 기업의 지방 투자를 유도하기 위한 지방투자촉진보조금 제도 개편안을 발표했다.정부는 현,07100501.20140128210219009,"지역>경기, 경제>취업_창업, 지역>강원",0,neutral,unanimous,0,0,0,neutral,neutral,neutral,medium,medium,medium,지방투자보조금 개편으로 전기차 보조금 무관,"개성공단 지방투자 보조금 기사, 전기차 무관",개성공단 지방투자 보조금 기사로 전기차 무관
37,바이오 육성,+,바이오/제약,-6,2019-05-16,전자신문,"[ET투자뉴스]셀트리온헬스케어, ""하반기 개선에 대한…"" BUY(유지)-유진투자증권","유진투자증권에서 16일 셀트리온헬스케어(091990)에 대해 ""하반기 개선에 대한 기대 유효""라며 투자의견을 'BUY(유지)'로 제시하였고, 아울러 목표주가로는 100,000원을 내놓았다. 
 
유진투자증권 한병화 애널리스트가 동종목에 대하여 이번에 제시한 'BUY(유지)'의견은 유진투자증권의 직전 매매의견을 그대로 유지하는 것이고 올해 초반의 매매의견을 ",07100501.20190516100354001,"경제>증권_증시, 경제>유통, 경제>자동차",1,support,unanimous,1,1,1,support,support,support,low,medium,medium,"셀트리온헬스케어 투자의견 보고서, 정책 무관","바이오 종목 매수 의견, 바이오 육성 산업 매칭","셀트리온헬스케어 BUY 유지, 바이오 산업 우호 톤"
3,일본 수출규제,-,반도체,7,2019-07-08,전자신문,"[ET투자뉴스]코스피와 코스닥 장중 낙폭 확대, -2%~-3%하락세","▣ 당일 시장종합(7월 8일 오후 2:58) 
 
 
 
 
 ◈ 지수동향 
KOSPI 2064.99p 
-45.60(-2.16%) 
KOSDAQ 669.58p 
-24.59(-3.54%) 
 
 
◈ KOSPI 투자자별 매매동향 
-외국인 -299억/기관 -511억/개인 810억/ 프로그램 -1125억 
 
 
- 뉴욕증시는 지난 금요일 미국의 6월 고용",07100501.20190708145819002,"경제>증권_증시, 경제>자동차, 경제>외환",2,support,unanimous,2,2,2,support,support,support,high,high,high,"코스피 -2% 하락, 일본 규제 후 악재",일본 수출규제 후 코스피·코스닥 큰폭 하락 악재,"일본 수출규제 후 증시 동반 하락, 악재 정책 효과"
